1|6
1|4
7|3
4|1
1|1
4|1
2|2
3|1
7|1
2|1
1|3
3|2
6|4
25|8
1|4
3|1
1|4
1|3
1|1
5|2
2|1
2|1
6|1
1|3
1|6
1|1
3|1
2|2
2|3
1|1
1|1
2|1
1|4
1|3
1|1
1|1
2|4
3|1
1|6
1|4
3|2
1|1
1|1
3|1
1|1
1|4
7|3
1|1
1|3
1|1
1|1
8|1
2|5
5|5
2|2
5|2
11|2
9|1
13|1
10|3
8|1
11|10
2|4
2|1
1|1
1|8
1|1
1|6
1|1
1|1
2|2
4|8
8|2
2|4
2|1
2|1
2|5
4|1
1|1
1|1
1|2
1|1
1|3
1|1
1|4
3|3
1|4
2|3
2|1
1|2
1|1
2|1
1|2
2|3
1|5
1|2
7|3
55|3
12|1
50|1
5|2
5|2
9|1
1|1
2|2
1|1
4|3
32|1
1|1
1|2
3|2
1|1
1|1
3|1
5|2
1|4
2|3
1|3
1|2
1|1
1|1
25|3
3|2
1|2
1|2
4|4
1|1
3|7
10|2
2|4
1|1
1|5
1|1
3|3
1|2
1|2
2|2
6|2
14|5
12|1
6|5
12|2
4|5
13|2
28|1
2|2
16|1
1|1
1|1
2|1
6|1
9|1
3|1
1|2
5|3
5|1
27|3
1|9
2|2
1|1
1|3
24|1
1|1
1|3
2|1
1|4
1|3
2|2
1|2
1|3
2|1
2|3
1|1
1|1
4|1
2|1
1|12
2|2
1|2
1|7
1|1
2|1
2|4
4|1
4|1
1|6
11|2
28|1
20|1
2|8
9|3
1|4
1|1
1|4
2|4
1|2
2|1
1|1
13|1
9|2
2|1
4|1
3|2
10|6
1|4
12|7
1|1
1|3
1|1
1|1
1|1
1|3
1|5
2|2
2|3
3|1
2|3
49|10
1|1
8|2
8|1
1|1
12|1
50|1
3|1
1|3
1|1
5|1
3|1
2|1
6|2
64|1
4|5
4|1
5|3
2|1
2|2
2|2
10|3
25|6
1|1
1|1
1|2
1|1
2|1
2|5
1|1
1|2
1|1
2|1
1|1
1|1
1|1
4|2
1|6
3|10
2|1
2|6
2|7
1|1
1|1
1|1
2|4
2|4
1|2
1|1
4|1
1|1
1|1
1|6
1|1
1|3
1|6
2|2
169|4
8|2
1|3
6|5
2|1
2|1
1|4
1|1
1|2
1|2
1|4
2|1
1|6
2|3
1|2
4|3
1|3
3|1
2|1
4|1
4|2
1|1
3|1
3|1
1|1
8|4
7|5
1|1
6|2
1|1
8|1
1|1
1|2
6|1
5|1
1|1
12|1
98|1
1|3
2|1
1|5
2|4
1|1
26|7
4|2
3|2
2|1
1|1
2|3
1|8
1|1
2|3
1|1
1|1
1|3
1|2
3|3
4|2
29|4
1|3
1|4
1|1
2|2
1|2
1|1
48|1
1|5
1|1
3|4
4|1
2|1
48|1
1|2
21|1
1|2
19|13
1|1
1|3
3|1
3|2
2|10
2|3
1|5
2|3
2|2
1|2
1|5
1|5
1|1
1|8
3|6
1|3
2|1
1|2
1|1
3|2
1|1
1|4
1|2
1|1
1|1
3|1
3|2
2|1
2|1
2|3
1|2
2|1
2|1
1|2
3|5
1|5
2|4
2|4
1|1
2|3
121|5
1|1
1|1
3|2
6|1
27|4
7|2
3|2
6|6
4|1
1|2
3|3
5|1
1|10
4|1
2|3
1|4
1|1
2|2
1|4
1|4
4|2
1|2
1|1
3|1
3|3
7|5
1|1
2|1
1|1
2|1
4|2
3|2
1|8
1|3
6|2
121|3
1|3
1|3
1|2
5|5
24|6
3|2
1|2
1|2
7|5
1|1
1|6
1|1
1|1
1|1
4|5
1|1
1|1
1|4
3|2
1|3
1|5
1|4
2|1
4|3
1|1
1|8
1|2
3|3
2|1
2|2
1|3
9|3
7|1
1|2
5|1
3|1
2|1
7|1
1|3
1|5
4|4
4|1
98|2
1|11
1|1
2|2
1|2
1|3
3|9
1|2
4|1
26|1
2|6
10|1
1|1
2|2
1|3
1|3
7|5
5|6
2|1
6|1
1|2
28|2
1|2
1|2
9|1
1|1
3|1
1|4
12|1
2|1
3|7
11|1
1|1
24|1
2|1
1|3
5|2
9|2
2|5
5|1
6|1
2|2
2|5
4|1
1|1
2|1
1|3
26|3
1|5
1|7
2|1
1|2
1|4
5|2
12|4
7|7
6|4
1|5
1|2
1|5
1|2
2|7
1|6
3|3
9|4
15|1
1|5
1|1
1|2
5|1
2|6
2|6
1|1
1|2
4|2
2|1
25|2
1|6
11|1
2|1
1|1
1|3
1|2
1|1
1|4
7|1
1|1
2|1
2|4
2|1
1|2
2|1
99|5
1|8
7|1
2|8
1|2
1|1
1|2
2|3
2|6
4|4
1|5
5|2
2|1
1|6
1|2
1|1
1|1
2|10
3|2
1|4
6|2
1|5
1|2
1|5
2|1
3|1
1|5
3|3
1|7
2|1
1|1
96|7
2|8
1|1
1|2
2|5
3|5
4|2
1|1
1|1
52|3
2|1
1|1
8|1
1|1
1|1
4|5
1|1
8|1
1|1
1|1
28|3
1|2
17|4
1|1
1|1
10|1
5|6
