68.451|0|11|0|0
19.927|1|11|0|0
11.721|0|2|0|0
9.472|1|2|0|0
0|1|3|0|0
0.355|0|3|0|0
68.451|0|7|0|0
17.743|1|7|0|0
0|1|9|0|0
3.701|0|9|0|0
11.721|0|0|1|0
21.254|1|0|1|0
0|1|1|1|0
3.216|0|1|1|0
0|1|10|1|0
0.788|0|10|1|0
0|1|12|1|0
0.788|0|12|1|0
68.451|0|2|1|0
33.291|1|2|1|0
11.721|0|4|1|0
18.033|1|4|1|0
0|1|6|1|0
3.216|0|6|1|0
0|1|0|10|0
3.216|0|0|10|0
0|1|0|11|0
0.788|0|0|11|0
68.451|0|2|11|0
17.367|1|2|11|0
0|1|1|12|0
3.216|0|1|12|0
0|1|4|12|0
0.788|0|4|12|0
0.161|0|10|13|0
0|1|10|13|0
11.721|0|11|13|0
15.737|1|11|13|0
0|1|2|13|0
3.701|0|2|13|0
0|1|4|13|0
0.355|0|4|13|0
11.721|0|5|13|0
20.34|1|5|13|0
0|1|9|13|0
3.216|0|9|13|0
0.161|0|0|2|0
0|1|0|2|0
0|1|1|2|0
3.216|0|1|2|0
0.161|0|3|2|0
0|1|3|2|0
0|1|4|2|0
3.701|0|4|2|0
0|1|6|2|0
3.216|0|6|2|0
68.451|0|0|3|0
40.356|1|0|3|0
11.721|0|3|3|0
14.593|1|3|3|0
0|1|0|4|0
0.788|0|0|4|0
0|1|2|4|0
0.788|0|2|4|0
0|1|0|5|0
3.701|0|0|5|0
0|1|1|5|0
3.701|0|1|5|0
0|1|2|5|0
0.788|0|2|5|0
0|1|1|6|0
0.355|0|1|6|0
11.721|0|11|6|0
30.748|1|11|6|0
0|1|12|6|0
3.216|0|12|6|0
11.721|0|2|6|0
10.977|1|2|6|0
68.451|0|4|6|0
69.812|1|4|6|0
11.721|0|5|6|0
6.147|1|5|6|0
0|1|8|6|0
0.355|0|8|6|0
0|1|9|6|0
0.788|0|9|6|0
0|1|1|7|0
3.701|0|1|7|0
0|1|2|7|0
3.701|0|2|7|0
0|1|4|7|0
3.701|0|4|7|0
68.451|0|6|7|0
16.308|1|6|7|0
11.721|0|7|7|0
31.633|1|7|7|0
0|1|8|7|0
3.216|0|8|7|0
11.721|0|0|8|0
9.8|1|0|8|0
0|1|2|8|0
0.355|0|2|8|0
0|1|3|8|0
0.788|0|3|8|0
0|1|5|8|0
0.355|0|5|8|0
0.161|0|8|8|0
0|1|8|8|0
68.451|0|9|8|0
39.344|1|9|8|0
0.161|0|0|9|0
0|1|0|9|0
0|1|10|9|0
3.216|0|10|9|0
0.161|0|12|9|0
0|1|12|9|0
0|1|2|9|0
0.355|0|2|9|0
0.161|0|3|9|0
0|1|3|9|0
0|1|4|9|0
0.788|0|4|9|0
0.161|0|5|9|0
0|1|5|9|0
0.161|0|6|9|0
0|1|6|9|0
0|1|9|9|0
3.216|0|9|9|0
0|1|1|1|1
0.355|0|1|1|1
0|1|2|1|1
3.216|0|2|1|1
0|1|1|2|1
0.355|0|1|2|1
11.721|0|4|2|1
16.456|1|4|2|1
0.161|0|0|0|10
0|1|0|0|10
0|1|1|0|10
3.216|0|1|0|10
0.161|0|3|0|10
0|1|3|0|10
0|1|4|0|10
3.216|0|4|0|10
11.721|0|5|0|10
27.879|1|5|0|10
0.161|0|6|0|10
0|1|6|0|10
11.721|0|7|0|10
15.886|1|7|0|10
0|1|8|0|10
0.788|0|8|0|10
0|1|1|1|10
3.701|0|1|1|10
0|1|2|1|10
3.216|0|2|1|10
0|1|0|2|10
3.216|0|0|2|10
68.451|0|2|2|10
51.269|1|2|2|10
0|1|3|3|10
3.216|0|3|3|10
0|1|1|4|10
0.788|0|1|4|10
0|1|5|4|10
3.216|0|5|4|10
0|1|10|0|11
3.216|0|10|0|11
0|1|11|0|11
3.216|0|11|0|11
0|1|13|0|11
3.216|0|13|0|11
11.721|0|2|0|11
12.861|1|2|0|11
0|1|3|0|11
3.216|0|3|0|11
0|1|4|0|11
3.216|0|4|0|11
11.721|0|5|0|11
18.106|1|5|0|11
0|1|6|0|11
3.216|0|6|0|11
68.451|0|7|0|11
24.191|1|7|0|11
0|1|8|0|11
0.788|0|8|0|11
0|1|0|1|11
0.355|0|0|1|11
0|1|2|1|11
3.216|0|2|1|11
11.721|0|3|1|11
14.514|1|3|1|11
11.721|0|4|2|11
17.991|1|4|2|11
68.451|0|6|2|11
44.757|1|6|2|11
0|1|8|2|11
3.216|0|8|2|11
11.721|0|0|5|11
14.561|1|0|5|11
0|1|3|5|11
0.355|0|3|5|11
0|1|4|5|11
0.788|0|4|5|11
11.721|0|0|0|12
11.294|1|0|0|12
11.721|0|1|0|12
27.768|1|1|0|12
0|1|3|0|12
3.701|0|3|0|12
0|1|0|1|12
3.216|0|0|1|12
0|1|1|1|12
0.355|0|1|1|12
0|1|2|1|12
3.216|0|2|1|12
0.161|0|3|1|12
0|1|3|1|12
0|1|0|2|12
0.355|0|0|2|12
0|1|1|2|12
3.216|0|1|2|12
0|1|10|2|12
0.355|0|10|2|12
0|1|13|2|12
3.216|0|13|2|12
0.161|0|3|2|12
0|1|3|2|12
68.451|0|4|2|12
45.156|1|4|2|12
0|1|5|2|12
3.216|0|5|2|12
0|1|9|2|12
3.701|0|9|2|12
11.721|0|4|3|12
18.581|1|4|3|12
0|1|5|3|12
3.701|0|5|3|12
0|1|6|3|12
0.788|0|6|3|12
0|1|0|0|13
0.788|0|0|0|13
68.451|0|1|0|13
43.096|1|1|0|13
0|1|0|1|13
3.216|0|0|1|13
0.161|0|11|1|13
0|1|11|1|13
0.161|0|13|1|13
0|1|13|1|13
0|1|3|1|13
3.701|0|3|1|13
0|1|5|1|13
0.788|0|5|1|13
0|1|8|1|13
0.788|0|8|1|13
0|1|9|1|13
0.355|0|9|1|13
0|1|1|0|14
3.701|0|1|0|14
0|1|0|1|14
3.701|0|0|1|14
0|1|2|1|14
3.216|0|2|1|14
0|1|0|10|14
3.216|0|0|10|14
0|1|2|10|14
3.701|0|2|10|14
0|1|4|10|14
0.788|0|4|10|14
11.721|0|5|10|14
28.272|1|5|10|14
0|1|7|10|14
3.701|0|7|10|14
0.161|0|9|10|14
0|1|9|10|14
11.721|0|0|11|14
9.548|1|0|11|14
0|1|2|11|14
3.216|0|2|11|14
0|1|1|12|14
3.216|0|1|12|14
11.721|0|10|12|14
12.591|1|10|12|14
11.721|0|11|12|14
9.93|1|11|12|14
0|1|2|12|14
3.701|0|2|12|14
0|1|3|12|14
3.216|0|3|12|14
0|1|8|12|14
3.701|0|8|12|14
0|1|9|12|14
0.788|0|9|12|14
0|1|0|13|14
0.788|0|0|13|14
11.721|0|3|13|14
18.353|1|3|13|14
0|1|4|13|14
3.216|0|4|13|14
11.721|0|10|14|14
7.395|1|10|14|14
0.161|0|11|14|14
0|1|11|14|14
68.451|0|3|14|14
72.591|1|3|14|14
68.451|0|4|14|14
70.792|1|4|14|14
0|1|5|14|14
3.216|0|5|14|14
0.161|0|9|14|14
0|1|9|14|14
0|1|0|15|14
0.355|0|0|15|14
0|1|2|15|14
3.216|0|2|15|14
68.451|0|5|15|14
27.634|1|5|15|14
68.451|0|6|15|14
24.936|1|6|15|14
11.721|0|9|15|14
13.49|1|9|15|14
0.161|0|1|16|14
0|1|1|16|14
11.721|0|3|16|14
13.886|1|3|16|14
0.161|0|0|17|14
0|1|0|17|14
0.161|0|3|2|14
0|1|3|2|14
0|1|4|2|14
