0|10|0|0|0|53320
0|19|0|0|0|100644
0|26|0|0|0|137745
0|67|0|0|0|354281
0|94|0|0|1|501089
0|93|0|0|1|495898
0|85|0|0|1|453562
0|80|0|0|1|427144
0|73|0|0|1|390383
0|69|0|0|1|369135
1|1|0|0|0|5757
1|2|0|0|0|11143
1|32|0|0|0|169349
1|43|0|0|0|227430
1|63|0|0|0|333161
1|99|0|0|1|527518
1|96|0|0|1|511742
1|87|0|0|1|464182
1|77|0|0|1|411351
1|41|0|0|1|221276
1|27|0|0|1|147434
1|18|0|0|1|99778
2|11|0|0|0|58609
2|19|0|0|0|100623
2|22|0|0|0|116600
2|24|0|0|0|127127
2|36|0|0|0|190655
2|37|0|0|0|195888
2|47|0|0|0|248593
2|48|0|0|0|253777
2|77|0|0|0|407127
2|91|0|0|1|485249
2|79|0|0|1|421942
2|68|0|0|1|363898
2|65|0|0|1|348003
2|61|0|0|1|326832
2|56|0|0|1|300502
2|53|0|0|1|284599
2|33|0|0|1|179098
2|31|0|0|1|168463
3|4|0|0|0|21453
3|25|0|0|0|132407
3|29|0|0|0|153537
3|43|0|0|0|227381
3|53|0|0|0|280286
3|97|0|0|1|516976
3|93|0|0|1|495986
3|76|0|0|1|406114
3|75|0|0|1|400697
3|70|0|0|1|374462
3|59|0|0|1|316472
3|54|0|0|1|289818
3|50|0|0|1|268852
4|1|0|0|0|5701
4|4|0|0|0|21405
4|5|0|0|0|26858
4|44|0|0|0|232841
4|48|0|0|0|253767
4|97|0|0|1|517040
4|79|0|0|1|422015
4|64|0|0|1|342682
4|47|0|0|1|252951
4|27|0|0|1|147466
5|3|0|0|0|16168
5|25|0|0|0|132380
5|27|0|0|0|143118
5|29|0|0|0|153538
5|31|0|0|0|164240
5|35|0|0|0|185234
5|70|0|0|0|370143
5|90|0|0|1|480074
5|89|0|0|1|474799
5|82|0|0|1|437704
5|79|0|0|1|422064
5|28|0|0|1|152568
6|4|0|0|0|21376
6|21|0|0|0|111408
6|36|0|0|0|190584
6|38|0|0|0|201091
6|43|0|0|0|227404
6|45|0|0|0|238058
6|51|0|0|0|269732
6|68|0|0|0|359542
6|93|0|0|1|495953
6|91|0|0|1|485208
6|80|0|0|1|427199
6|79|0|0|1|422104
6|54|0|0|1|289983
6|51|0|0|1|274164
6|26|0|0|1|142185
7|11|0|0|0|58574
7|16|0|0|0|85030
7|25|0|0|0|132347
7|32|0|0|0|169396
7|35|0|0|0|185266
7|43|0|0|0|227378
7|59|0|0|0|312009
7|92|0|0|1|490505
7|78|0|0|1|416638
7|69|0|0|1|369129
7|65|0|0|1|347985
8|5|0|0|0|26787
8|8|0|0|0|45345
8|39|0|0|0|206417
8|42|0|0|0|222176
8|51|0|0|0|269666
8|57|0|0|0|301519
8|85|0|0|1|453574
