1481870|1|my honey introduced me to "vegetable forward" and this amazing port from Oliveira Madeira #datenight #happywoman #veggieforward|1435373519|1016309199768170526_145092347|40.711489592261|https://www.instagram.com/p/4ap9UiJLAe/|-73.957624402|Semilla|happywoman,veggieforward,datenight|datenight|145092347
1247196|1|Dessert. #datenight|1440297674|1057616006022866247_15779264|40.711489592261|https://www.instagram.com/p/6taCdrwqVH/|-73.957624402|Semilla|datenight|datenight|15779264
930810|1|Brussels on the stalk = perfect finger food @semillabk #eater #vegetableforward #datenight 🌿 (For more check out my snapchat: hillarydixler)|1445731476|1103198041965654486_199734411|40.711489592261|https://www.instagram.com/p/9PWMYwRPHW/|-73.957624402|Semilla|vegetableforward,eater,datenight|datenight|199734411
863632|1|#wcw #datenight #mynewglasses|1447302355|1116375527315052414_274190868|40.711489592261|https://www.instagram.com/p/9-KaCVjZd-/|-73.957624402|Semilla|mynewglasses,wcw,datenight|datenight|274190868
330533|1|Double date night in Williamsburg with @hishant1 @hlylis 👫👫🍷🍴 #datenight #doubletrouble #brooklyn #eeeeeats #directorofvibe #thisvibelife|1457183720|1199266424085951438_573211|40.711489592261|https://www.instagram.com/p/BCkpnVusjPO/|-73.957624402|Semilla|brooklyn,directorofvibe,thisvibelife,eeeeeats,datenight,signaturepiece,doubletrouble|datenight|573211
3289901|1|#datenight with @juliaroven|1374218238|503301520397311095_31923206|40.71153|https://www.instagram.com/p/b8FhDyMhx3/|-73.95929|Passenger Bar|datenight|datenight|31923206
2089398|1|#datenight|1419656338|884463930659079268_20831312|40.71153|https://www.instagram.com/p/xGP0JDlIRk/|-73.95929|Passenger Bar|datenight|datenight|20831312
2044583|1|Photo evidence: I can smile like a normal person in pictures. @meaghanmayhem is a cutie. #datenight #selfportraitproject|1421093455|896519338191934485_30618252|40.71153|https://www.instagram.com/p/xxE5aPMtQV/|-73.95929|Passenger Bar|selfportraitproject,datenight|datenight|30618252
1880818|1|It does exist #dennysNYC|1425078109|929945042438226644_10297719|40.711537|https://www.instagram.com/p/zn1BbLKoLU/|-74.005893|Denny's Downtown|beer,dennys,dennysnyc,datenight|datenight|10297719
1925501|1|#datenight wit #J|1423963141|920592008774020680_31825634|40.71154|https://www.instagram.com/p/zGmY3yCe5I/|-73.96305|Delaney Barbecue|j,datenight|datenight|31825634
1273148|1|#birthdaymeat #datenight #tableforone|1439768123|1053173808076009113_296898|40.71154|https://www.instagram.com/p/6dn_-dHa6Z/|-73.96305|Delaney Barbecue|tableforone,birthdaymeat,datenight|datenight|296898
2061252|1|Genuine happiness ♥ #love #happiness #datenight #MyManFuckingRULES #lovebirds #Bligsworth #babesworthforever #holidayparty #holidaycheer #HappyNewYear #SamuraiMessengerService #TheGrandBarandGrill #Williamsburg #Brooklyn #NYC #artandmusicareeverything #glaskwanfamilyposseclan #PhotoGrid #nicokwanart|1420642104|892733136671245617_312330160|40.71154|https://www.instagram.com/p/xjoA7SgoUx/|-73.9464|The Grand Bar and Grill|nicokwanart,love,datenight,glaskwanfamilyposseclan,thegrandbarandgrill,mymanfuckingrules,bligsworth,brooklyn,happynewyear,artandmusicareeverything,babesworthforever,holidaycheer,happiness,photogrid,lovebirds,williamsburg,holidayparty,samuraimessengerservice,nyc|datenight|312330160
1639025|1|What a fantastic fucking meal!!! Grilled Cheese & Leek sandwich with kickass fries ♥ #TheGrandBarandGrill #grilledcheese #leeks #dinner #dinnerwithfriends #datenight #dateday #MyManFuckingRULES #Williamsburg #Brooklyn #NYC #ILoveNYC #foodporn #food #sandwich #goodtimes #Spring #SpringTimeInNY|1431661745|985172585346139633_312330160|40.71154|https://www.instagram.com/p/2sCT8oAoXx/|-73.9464|The Grand Bar and Grill|sandwich,datenight,food,spring,dinnerwithfriends,mymanfuckingrules,brooklyn,thegrandbarandgrill,goodtimes,leeks,foodporn,williamsburg,dateday,ilovenyc,springtimeinny,dinner,nyc,grilledcheese|datenight|312330160
924738|1|My dinner date looks like an extra from the Sopranos!#datenight #ilovehim 🔪🚬🔫😎|1445904075|1104645909905932497_2226450511|40.71154|https://www.instagram.com/p/9UfZo2iADR/|-73.9464|The Grand Bar and Grill|ilovehim,datenight|datenight|2226450511
851198|1|That's ok Whiskey Float! Go ahead and cover my face. Your delicious so it's ok! #grandbarandgrill #hellyes #datenight|1447547297|1118430250498786033_2226450511|40.71154|https://www.instagram.com/p/-FdmMbCALx/|-73.9464|The Grand Bar and Grill|hellyes,grandbarandgrill,datenight|datenight|2226450511
