-70|35|-90|40|-41|-37|-2|28|18|-6|-7|-2|-7|-1|1|-1|-1|6|-4|-3|5|-1|2|3|-6|0|1|1|0|-1|-1|0|2|0|0|0|0|-1|1|0|1|1|1|-1|0|0|0|-1|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0
-128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-77|-46|79|33|-52|-16|6|-13|-20|-1|-12|2|-6|5|1|1|2|-1|0|7|-7|0|2|2|-3|1|0|0|0|0|0|1|-1|1|-1|1|-1|0|0|0|0|0|0|0|0|0|0|1|0|1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0
-1|-28|14|34|44|-116|38|7|15|-2|11|22|12|13|9|0|-2|-9|-3|-3|-3|1|4|3|1|0|0|1|-3|0|0|0|-2|-2|-1|0|0|0|-1|-2|-1|1|-1|0|1|0|0|-1|-1|0|0|-1|0|-1|1|0|0|0|0|0|0|0|0|0
-33|-37|-114|9|2|-12|0|20|50|17|-4|-27|-16|-2|-1|0|2|2|-4|2|3|-2|-2|5|-1|-1|0|0|0|0|0|0|1|1|2|0|0|-2|-2|0|0|1|0|-1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-105|40|-14|-21|-17|36|13|-11|-27|14|2|14|-18|-4|2|-1|-1|-6|8|2|0|-1|0|1|3|-1|0|-2|-1|1|1|0|0|0|-1|-1|-1|0|0|0|-1|1|0|1|-1|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0
-48|-62|-6|-66|-26|-35|2|32|43|6|-3|16|15|2|4|1|-2|-7|-19|-2|-2|1|2|1|-2|-1|-2|0|0|-1|0|0|2|-2|0|0|0|-1|1|0|1|0|1|0|1|0|0|1|1|0|-1|0|-1|0|0|0|0|0|0|1|0|0|0|0
-32|13|123|15|-11|-9|0|-15|-42|-29|-17|-23|-13|-3|1|1|0|-4|-1|0|-4|0|2|1|-1|-1|0|0|0|0|0|0|0|-1|-1|0|-1|-2|-1|0|0|1|0|1|0|0|0|0|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-108|24|35|25|32|7|1|6|22|19|10|12|2|0|1|1|1|-1|-1|6|5|1|2|-1|-2|0|1|0|0|0|0|-1|-1|-1|0|0|0|-1|-1|-1|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
