-106|-37|-30|8|38|32|-11|-23|-9|1|0|-2|4|8|3|0|-1|1|3|1|-1|0|1|-1|-3|-1|-1|-1|0|1|1|1|1|0|0|0|0|0|0|0|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-77|34|-74|27|-28|7|2|-1|-4|-6|1|9|-5|0|2|1|-1|-2|0|-3|0|0|0|3|0|-1|0|0|0|0|-1|0|0|-1|1|0|0|0|2|0|0|0|0|0|0|0|1|-1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-110|10|-30|20|-13|4|-2|-4|7|-13|5|-2|2|2|-2|0|2|-1|0|-1|-1|0|1|0|0|-1|0|1|1|-1|0|0|0|1|-1|0|0|0|0|0|0|1|-1|1|-1|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0
-128|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-29|-121|-27|13|-2|30|14|24|5|-7|7|-6|-10|-2|-12|0|-6|-4|5|3|-3|0|-2|-3|4|2|3|3|-2|1|0|-1|-1|1|1|0|0|0|1|0|-1|-1|-2|1|0|0|0|-1|0|1|0|0|0|0|0|0|1|0|-1|0|0|-1|0|1
87|2|-5|1|6|-2|4|-3|8|2|-4|6|-4|1|1|1|0|0|-1|1|-2|-1|1|-1|0|-1|0|0|0|0|0|-1|1|0|0|-1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-46|105|3|-12|0|57|-4|-6|8|-7|7|-6|1|-7|-13|-4|-4|-3|-2|-6|-1|-1|0|-3|1|-3|0|2|2|2|-2|1|-1|0|1|0|0|0|-1|0|0|-1|2|0|0|1|-1|-1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0
28|-53|-18|-48|1|-40|-18|9|-13|-21|-15|7|0|0|-6|-3|-1|4|8|1|-5|-3|3|5|0|4|0|-1|0|0|2|0|2|2|1|-1|0|1|-1|1|0|1|0|1|0|0|-1|1|0|-1|0|0|0|0|0|0|-1|0|0|-1|0|0|0|0
73|7|2|2|7|-6|-1|-1|-8|10|-3|-8|3|-2|3|-1|1|-3|0|3|-1|0|4|-2|2|-2|0|0|0|-1|0|-2|2|-2|-1|1|-1|0|1|-1|1|-1|0|0|0|0|0|-1|1|-1|1|-1|1|-1|-1|1|-1|0|0|0|-1|0|-1|1
77|1|11|4|-8|-3|-3|3|6|5|2|5|2|-3|0|0|-1|-2|2|-5|-7|-1|-3|0|-2|0|1|0|0|0|1|0|-1|0|1|1|1|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-24|98|-14|-14|24|44|-12|8|6|19|-6|-11|3|-2|-16|-3|-3|0|-4|6|2|-1|-2|2|0|-1|0|3|4|1|0|1|0|-1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-116|-17|22|17|-23|7|1|7|-18|15|10|-12|5|1|-1|0|-1|1|3|-8|5|2|-4|1|1|-1|0|0|0|0|0|-1|1|1|-1|1|0|0|1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-95|6|60|46|8|-3|0|-3|4|38|22|1|-2|0|0|0|0|0|-1|-1|11|3|-1|0|0|0|0|0|0|0|0|0|0|0|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-106|1|41|33|2|0|0|0|1|30|20|1|0|0|0|0|0|0|0|1|12|4|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-126|4|5|4|6|4|2|4|5|3|2|3|3|2|0|0|1|1|2|2|1|0|1|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
35|5|9|-34|-20|2|5|-20|-6|-43|6|9|-5|-10|5|0|-3|3|-2|-10|-25|-5|6|-6|-2|4|1|-5|-1|4|1|0|0|1|2|1|-1|0|0|2|0|-3|0|-1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
37|1|-18|-38|48|3|9|-15|15|-36|4|-7|7|-8|-3|-4|1|4|-2|12|-15|-2|-9|6|-3|-3|3|0|2|0|-2|1|-3|2|-2|1|0|1|0|-2|0|0|-3|2|0|0|-1|-1|1|0|-1|0|0|-1|0|0|0|-1|0|0|0|0|0|0
-112|29|-20|4|-28|30|16|-20|5|2|0|2|3|-11|8|3|-6|0|2|0|0|0|0|0|2|-1|-2|1|1|-1|-1|1|0|0|0|0|0|0|0|0|1|-1|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
-76|-58|68|15|-53|0|4|-8|-8|-12|-13|7|-9|8|5|-2|3|6|0|6|-3|2|-1|3|0|0|-1|0|0|-1|0|0|-1|2|-2|1|-1|0|0|0|0|-1|0|1|0|0|0|1|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0
52|14|-43|-35|20|13|7|12|13|-24|-8|9|7|7|1|-1|1|4|4|4|3|4|0|1|3|0|-1|0|-1|-1|-1|0|1|0|-1|2|-1|-1|0|0|0|-1|-1|-2|0|0|0|-1|-1|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0
23|41|7|-13|-73|-41|8|19|-34|-23|-13|-7|7|4|4|-5|-7|1|-2|3|0|4|2|-3|2|0|0|1|2|1|0|0|1|0|1|2|0|1|0|0|-1|0|1|2|0|-1|0|-1|1|-1|0|0|1|1|0|0|0|0|0|0|0|0|0|0
-111|30|26|10|34|27|9|22|13|-2|-5|-2|8|8|2|-1|1|3|-1|-5|-2|0|-2|-2|-1|0|-1|-1|-1|-1|-1|0|-1|-1|0|0|0|0|0|0|0|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
78|-3|-2|0|0|-1|0|-1|-1|-1|-1|-1|0|1|0|1|1|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
14|102|-2|0|2|-63|6|0|0|0|0|0|0|-2|10|-6|3|0|0|0|0|0|0|0|0|0|0|1|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
35|0|42|12|-7|-3|0|-1|-1|-9|-10|2|0|-2|-1|-1|-1|-1|1|2|-1|3|0|0|0|0|0|-1|-1|0|0|0|0|0|-1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-18|75|35|9|19|-49|10|-8|5|-8|-9|-3|-2|1|5|-5|0|0|1|-4|-1|3|0|1|0|0|-1|2|0|1|0|0|0|0|1|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
35|12|-21|-27|25|-3|-3|6|13|-21|-18|9|4|-1|-1|-1|0|-1|5|3|-6|-3|0|3|0|-2|-1|0|0|0|-1|-2|0|1|0|-1|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
25|30|-32|-23|17|-30|4|-22|-3|-14|-16|-6|-5|4|-1|2|1|-6|-2|-6|-6|-3|-3|0|-5|3|1|-1|0|0|-1|3|-2|0|-2|-1|-1|0|-1|1|0|1|0|-1|0|1|1|0|0|0|0|1|0|0|0|0|1|0|0|-1|0|0|0|0
-128|1|-1|0|-1|1|0|-1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-103|-35|39|19|-41|13|3|11|-19|3|-5|-2|5|3|-3|1|-2|1|0|4|-5|-2|3|-1|0|0|0|-1|1|0|-1|1|0|-1|1|0|0|0|0|1|-1|1|1|0|1|-1|0|0|0|0|0|0|1|-1|0|0|1|0|1|0|0|0|0|0
22|-19|4|0|9|-19|-11|7|1|-3|0|-3|0|5|-6|-3|4|2|-2|0|0|0|0|0|-1|2|2|-2|-1|2|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-15|66|44|19|-39|-7|-16|0|-19|2|-6|-2|2|11|-4|6|-5|6|0|4|-6|-1|3|-1|-1|0|-2|0|-3|1|-3|2|-1|0|1|0|0|0|-1|2|-1|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|1|-1|1|0|0|0|0|0
-125|5|4|2|6|6|3|5|3|1|-1|1|3|3|2|1|2|2|1|-1|-1|-1|-1|0|0|1|1|0|0|0|0|0|0|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-121|-12|-8|2|11|13|-7|-9|-3|0|0|0|2|5|4|-2|-4|-1|0|0|0|0|0|0|0|1|1|1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
41|-3|-9|-1|-2|-4|0|-3|-2|-1|-1|-1|-1|-2|-3|1|1|-1|-1|-1|0|0|0|0|0|-1|-1|1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-22|95|-12|0|1|-36|-12|8|0|-2|0|0|2|-3|9|-2|1|-1|1|0|0|0|0|0|-1|-2|3|-3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-112|-30|2|0|-3|32|-18|2|0|-1|-1|1|0|-1|10|-5|1|0|-1|1|0|0|0|0|1|0|0|3|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
8|1|44|12|-7|10|8|-5|-2|-9|-10|1|-1|0|-8|3|-1|0|1|1|-1|3|0|1|0|-1|0|0|1|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-33|72|25|7|19|-47|-5|0|4|-5|-6|-4|-1|-1|7|-7|-1|0|-1|-4|-1|2|0|0|0|-1|0|-3|3|0|0|0|0|0|1|1|1|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-94|13|14|5|-35|10|2|-19|-18|2|-5|-3|6|-8|1|0|-3|10|9|-1|-3|-1|2|2|4|5|-1|0|-1|0|2|-1|-1|1|2|-1|0|0|-1|-3|-2|1|-1|0|-2|-1|-1|-1|0|0|-1|1|0|-1|0|1|1|0|1|0|1|0|0|-1
-99|15|-3|-8|20|-27|-2|23|-7|-8|-4|-8|10|-7|5|-2|-8|12|-4|-6|-3|0|-2|-3|3|0|2|-1|1|1|-3|5|-1|-2|-1|0|0|-1|-2|0|1|0|-2|2|-1|2|-1|-1|0|0|-1|0|1|-1|-1|1|-1|0|-1|0|2|0|-1|0
-128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-24|-71|-71|-24|17|-32|-23|39|7|9|12|-1|13|-2|8|2|4|-2|-4|-1|2|-3|0|-5|0|1|-4|4|0|0|-1|0|1|-1|1|-2|0|1|1|-1|0|0|-1|-1|0|1|-1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
-33|25|-103|7|11|15|5|6|-21|24|-5|2|2|5|4|1|3|1|-5|11|-4|2|-2|0|-1|-1|1|0|0|1|0|0|-1|2|-2|0|2|0|2|0|0|0|0|1|0|0|0|0|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
-11|-30|-88|-6|-12|-23|19|-15|13|25|-4|4|1|16|-5|-3|-3|2|0|-3|-7|0|-1|0|-4|1|-3|2|-1|3|-1|1|-3|1|1|2|0|0|1|1|0|1|-1|0|-1|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
-90|59|-38|-10|-44|33|-2|-17|-11|12|3|11|-4|1|-8|-3|5|0|4|3|-2|-1|-2|1|-1|1|2|0|1|0|0|-1|0|0|-1|1|1|-1|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
18|-108|9|-2|12|-71|-2|-7|-1|0|-1|0|2|-10|13|6|-4|1|0|0|0|0|0|1|0|-1|2|-1|-3|3|-1|0|0|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0|0|0|0|0|0|-1|1|0|0|0|0|0|0|0|0|0
