116.5|1.1|60.0|1.0|0.98|132|0|9|0|135|0
116.4|1.1|60.0|1.0|0.98|131|2|9|0|133|2
116.8|1.1|60.0|1.0|0.98|131|2|9|0|133|2
117.4|1.1|60.0|1.0|0.98|130|2|8|0|132|2
117.4|1.1|60.0|1.0|0.98|130|2|9|1|133|3
117.3|1.1|60.0|1.0|0.98|129|3|9|0|132|2
117.1|1.1|60.0|1.0|0.98|129|2|9|0|132|2
117.0|1.1|60.0|1.0|0.98|127|2|8|0|129|2
116.9|1.0|60.0|1.0|0.98|125|2|8|0|127|2
117.0|0.1|60.0|0.93|0.18|9|2|3|0|53|3
116.2|0.0|60.0|0.14|0.09|0|0|6|0|10|0
116.8|0.0|60.0|0.14|0.09|0|0|6|1|10|0
116.9|0.0|60.0|0.14|0.09|0|0|6|0|10|0
116.4|0.0|60.0|0.14|0.09|0|0|6|0|10|0
116.1|0.0|60.12|0.15|0.09|0|0|5|0|10|0
116.4|0.0|60.0|0.21|0.14|1|0|6|0|10|1
117.0|0.0|60.0|0.14|0.09|0|0|6|0|10|0
116.4|0.0|60.0|0.15|0.09|0|0|5|0|10|0
116.3|0.0|60.0|0.14|0.09|0|0|6|0|10|0
116.3|0.0|60.0|0.14|0.09|0|0|6|1|10|0
116.2|0.0|60.0|0.14|0.09|0|0|6|0|10|0
117.0|0.0|60.0|0.14|0.09|0|0|6|0|10|1
117.5|0.0|60.0|0.14|0.09|0|0|6|0|10|0
117.3|0.0|60.0|0.15|0.09|0|0|5|0|10|0
117.6|0.0|60.0|0.14|0.09|0|0|6|0|10|0
118.6|0.0|60.0|0.14|0.09|0|0|6|0|10|0
117.9|0.0|60.0|0.14|0.09|0|0|6|0|10|1
117.3|0.0|60.0|0.15|0.09|0|0|5|0|10|0
116.7|0.0|60.0|0.15|0.09|0|0|5|1|10|0
115.7|0.0|60.0|0.14|0.09|0|0|6|0|10|0
115.9|0.0|60.0|0.15|0.09|0|0|5|0|10|0
116.8|0.0|60.0|0.14|0.09|0|0|6|0|10|0
116.4|0.0|60.0|0.14|0.09|0|0|6|0|10|1
116.4|0.0|60.0|0.14|0.09|0|0|6|0|10|0
117.0|0.0|60.0|0.14|0.09|0|0|6|0|10|0
115.7|14.6|60.0|0.86|1.0|581|0|349|0|495|0
116.8|1.2|60.0|1.0|0.98|141|3|12|1|143|3
117.3|1.1|60.0|1.0|0.98|128|2|9|0|132|2
117.5|1.0|60.0|1.0|0.98|126|2|9|0|129|2
116.8|1.1|60.0|1.0|0.98|125|2|8|0|128|3
116.8|1.0|60.0|1.0|0.98|125|2|8|0|128|2
116.5|1.0|60.0|1.0|0.98|125|2|8|0|127|2
116.6|1.0|60.0|1.0|0.98|123|2|7|1|125|2
116.9|1.0|60.0|1.0|0.98|123|3|7|0|125|2
117.2|0.7|60.0|1.0|0.84|101|2|5|0|120|2
116.6|0.0|60.0|0.14|0.09|0|0|6|0|10|0
117.1|0.0|60.0|0.21|0.14|1|0|6|0|10|0
117.6|0.0|60.0|0.14|0.09|0|0|6|0|10|1
118.6|0.0|60.0|0.14|0.09|0|0|6|0|10|0
117.4|0.0|60.0|0.14|0.09|0|0|6|0|10|0
116.0|0.0|60.0|0.15|0.09|0|0|5|1|10|0
116.6|0.0|60.0|0.08|0.05|0|0|5|0|10|0
117.7|0.0|60.0|0.14|0.09|0|0|6|0|10|0
117.7|0.0|60.0|0.07|0.05|0|0|6|0|10|1
116.3|0.0|60.0|0.08|0.05|0|0|5|0|10|0
117.2|0.0|60.0|0.07|0.04|0|0|6|0|10|0
117.1|0.0|60.0|0.07|0.05|0|0|6|0|10|0
116.6|0.0|60.0|0.08|0.04|0|0|5|0|10|0
117.1|0.0|60.0|0.08|0.04|0|0|5|0|10|1
117.5|0.0|60.0|0.14|0.09|0|0|6|1|10|0
117.6|0.0|60.0|0.14|0.09|0|0|6|0|10|0
117.6|0.0|60.0|0.08|0.04|0|0|5|0|10|0
116.6|0.0|60.0|0.14|0.09|0|0|6|0|10|1
117.1|0.0|60.0|0.14|0.09|0|0|6|0|10|0
117.7|0.0|60.0|0.07|0.04|0|0|6|0|10|0
117.5|0.0|60.0|0.07|0.05|0|0|6|0|10|0
116.6|0.0|60.0|0.08|0.05|0|0|5|0|10|0
117.8|0.1|60.0|0.76|0.58|6|0|5|1|11|1
116.6|0.0|60.0|0.08|0.05|0|0|5|0|10|0
116.7|0.0|60.0|0.13|0.09|0|1|6|0|10|0
117.6|0.0|60.0|0.07|0.05|0|0|6|0|10|0
117.2|0.0|60.0|0.07|0.05|0|0|6|0|10|1
116.8|0.0|60.0|0.07|0.05|0|0|6|0|10|0
116.7|1.2|60.0|1.0|0.98|145|2|13|1|148|2
117.1|1.1|60.0|1.0|0.98|131|2|9|0|133|2
117.1|1.1|60.0|1.0|0.98|128|2|9|0|131|2
116.9|1.1|60.0|1.0|0.98|126|2|8|0|128|3
116.8|1.0|60.0|1.0|0.98|125|2|8|0|127|2
117.8|1.0|60.0|1.0|0.98|126|2|8|0|128|2
116.7|1.0|60.0|1.0|0.99|125|2|8|0|127|2
117.4|1.0|60.0|1.0|0.98|123|2|7|1|125|2
116.5|1.7|60.0|1.0|1.0|201|3|1|0|202|3
116.3|1.0|60.0|1.0|0.99|124|2|8|0|126|2
117.3|0.1|60.0|0.76|0.56|6|1|5|0|12|1
116.2|0.1|60.0|0.78|0.58|6|0|5|0|11|0
117.2|0.1|60.0|0.78|0.58|6|0|5|0|11|0
116.9|0.1|60.0|0.8|0.62|7|0|5|0|11|0
116.7|0.1|60.0|0.8|0.59|7|0|5|0|12|0
117.1|0.1|60.0|0.81|0.58|6|1|5|0|11|1
116.3|0.1|60.0|0.78|0.58|6|0|5|1|11|0
116.2|0.1|60.0|0.78|0.58|6|0|5|0|11|0
116.2|0.1|60.0|0.78|0.6|6|0|5|0|11|0
116.7|1.3|60.0|0.99|0.98|156|1|15|0|159|1
117.4|1.2|60.0|1.0|0.98|140|2|12|0|143|3
115.7|1.1|60.0|1.0|0.98|134|3|10|0|137|2
116.7|1.1|60.0|1.0|0.98|134|2|10|1|137|3
117.1|1.1|60.0|1.0|0.98|134|2|10|0|137|2
116.6|1.1|60.0|1.0|0.98|134|2|10|0|137|2
117.0|1.1|60.0|1.0|0.98|133|3|10|0|136|2
117.0|1.1|60.0|1.0|0.98|131|2|9|0|134|3
117.9|1.1|60.0|1.0|0.98|132|2|10|1|135|2
117.6|1.1|60.0|1.0|0.98|131|2|9|0|133|2
117.3|1.1|60.0|1.0|0.98|130|3|9|0|133|2
118.1|1.1|60.0|1.0|0.98|130|2|9|0|132|3
117.0|1.1|60.0|1.0|0.98|131|2|9|0|133|2
117.8|1.1|60.0|1.0|0.98|130|2|9|0|132|2
117.8|1.1|60.0|1.0|0.98|130|2|8|1|132|2
117.8|1.1|60.0|1.0|0.98|129|2|9|0|132|3
117.9|1.1|60.0|1.0|0.98|129|3|8|0|132|2
116.8|0.1|60.0|0.8|0.59|7|1|5|0|12|2
117.6|0.1|60.0|0.8|0.59|7|1|5|0|12|0
117.2|0.1|60.0|0.8|0.59|7|0|5|0|12|0
117.0|0.1|60.0|0.78|0.59|7|0|5|0|12|0
117.3|0.1|60.0|0.8|0.62|7|0|5|0|11|1
