0|5
1|2
1|2
1|1
4|2
1|4
48|1
1|4
5|6
7|5
2|2
3|3
3|5
1|6
6|3
2|2
2|1
1|1
1|1
1|3
1|4
3|3
3|2
1|8
2|1
2|2
3|2
1|1
1|1
1|1
1|4
7|2
1|3
2|1
1|6
1|1
4|3
3|3
196|2
1|2
3|1
4|1
1|1
1|2
3|1
1|1
3|2
9|1
8|2
1|1
1|1
7|4
2|1
7|5
3|1
12|1
1|1
1|2
5|2
11|2
166|1
1|4
1|2
2|3
2|5
1|3
1|4
1|3
1|4
1|1
1|1
3|2
24|1
1|1
1|7
10|3
2|4
1|2
1|1
2|1
2|1
1|2
1|4
1|5
3|4
9|1
4|1
19|1
2|6
1|1
1|1
7|2
1|1
5|1
1|2
1|1
10|1
2|1
3|1
43|6
5|2
1|1
81|2
1|2
1|1
3|5
2|1
1|1
3|9
1|1
1|2
1|2
2|1
3|1
29|3
2|3
9|1
2|1
2|5
1|1
1|1
1|1
5|2
1|1
1|1
2|10
6|1
1|3
28|1
1|3
1|2
9|4
1|8
1|1
1|2
3|2
4|3
1|1
6|3
1|1
1|2
4|1
24|1
1|6
1|4
12|2
1|1
1|1
5|1
1|4
129|3
1|2
2|2
6|1
4|1
1|6
1|3
1|1
1|2
2|1
1|5
1|3
2|1
1|5
7|3
1|1
1|1
1|4
1|1
12|4
1|2
1|7
6|4
1|1
1|3
3|1
2|1
4|2
4|1
1|4
1|1
1|5
1|1
3|1
1|1
6|4
1|2
109|3
1|2
5|1
60|1
1|5
2|5
4|9
1|4
2|1
1|2
4|5
1|6
1|1
3|3
1|1
1|1
2|2
2|1
1|3
6|3
5|1
4|3
1|2
1|8
4|1
1|2
3|3
1|1
1|1
2|3
3|2
1|1
1|1
1|1
1|4
138|2
1|4
4|2
4|2
4|1
52|5
4|1
7|2
2|6
3|1
8|1
2|1
1|1
1|1
1|2
1|1
3|1
3|5
3|2
1|4
1|1
2|2
1|1
4|1
1|2
2|2
1|8
3|2
4|2
1|2
1|1
1|1
1|1
1|1
2|1
1|2
2|1
2|1
3|1
4|1
5|2
5|1
29|5
7|2
4|1
77|1
2|3
6|1
5|2
4|1
1|3
6|1
36|1
1|6
1|1
2|1
5|2
1|1
1|1
1|5
1|2
1|1
1|5
1|3
2|9
1|1
1|1
3|1
3|1
2|1
1|1
1|3
2|3
2|2
8|1
1|3
21|1
2|2
1|1
2|1
4|1
7|1
1|1
1|1
1|2
1|2
1|2
1|1
4|1
125|1
2|3
5|3
3|2
5|1
1|2
5|1
3|2
1|1
31|8
1|4
1|1
4|2
3|6
3|1
1|3
5|2
1|1
1|2
1|3
2|3
3|2
2|1
2|4
1|9
13|1
2|3
1|1
1|1
1|4
2|2
2|1
2|1
1|4
6|1
1|4
6|6
1|1
2|5
1|4
8|4
1|3
184|3
1|2
1|1
10|3
1|1
21|6
4|1
1|2
1|1
8|1
1|6
1|1
2|1
11|10
1|1
2|1
7|1
1|3
1|1
2|1
5|3
1|2
7|4
7|1
3|1
10|1
139|1
1|5
3|3
1|1
2|3
7|7
1|1
36|3
1|1
1|1
3|1
1|1
5|1
9|7
9|4
4|3
17|1
2|4
2|3
1|1
4|3
2|9
1|2
1|3
6|1
1|2
1|5
4|1
1|2
5|2
1|1
24|7
3|1
2|1
1|1
1|1
6|1
2|1
68|1
1|3
1|1
3|4
1|4
5|1
1|5
3|3
2|1
1|1
1|2
32|4
1|1
1|1
6|1
1|2
1|1
2|3
5|3
4|2
4|1
1|2
1|1
1|6
8|4
1|1
1|5
1|1
15|4
3|5
5|2
3|1
2|4
4|5
2|1
5|2
2|1
1|2
4|1
5|1
1|2
50|4
9|1
1|1
62|2
1|1
12|1
1|4
9|1
8|1
1|1
2|3
23|5
11|1
2|1
2|2
1|4
1|1
3|1
1|1
1|1
1|1
1|2
2|3
2|1
1|1
1|4
1|1
3|3
4|2
1|2
15|10
4|1
3|2
4|3
1|1
3|1
3|2
1|1
6|1
1|2
1|2
1|5
1|3
7|1
145|5
8|5
1|1
4|1
1|4
22|3
1|5
6|1
3|10
1|5
2|2
3|3
1|1
