20|2
1|1
22|1
31|1
1|1
6|1
1|1
2|1
1|1
19|3
4|1
1|1
10|2
1|1
6|1
2|1
6|10
3|1
1|2
3|1
110|2
18|3
1|1
2|1
3|1
14|1
12|1
1|1
3|2
11|2
4|1
10|1
1|3
2|2
200|2
4|1
4|1
2|1
23|1
6|2
2|1
1|1
35|3
176|3
2|2
1|1
1|2
1|1
1|1
2|4
2|1
1|5
1|1
1|1
1|1
20|2
1|1
2|1
15|2
17|1
11|1
11|1
18|2
69|1
4|2
67|1
7|1
5|1
69|1
5|1
68|1
67|1
57|2
1|2
2|2
12|1
4|1
29|2
1|1
4|1
3|2
5|2
1|1
1|2
1|3
2|1
2|1
2|1
1|1
1|2
1|3
2|1
1|1
1|3
2|1
2|1
13|1
1|1
2|3
1|2
1|1
2|1
5|1
1|1
1|1
1|1
4|3
6|1
1|1
2|1
1|3
3|1
3|2
1|1
3|1
146|1
21|1
1|1
1|1
1|2
1|3
2|1
1|4
9|1
42|1
18|1
111|2
2|1
2|7
1|1
1|2
2|3
1|2
1|1
3|3
26|2
2|1
3|1
7|1
4|1
1|2
2|2
1|4
2|1
4|3
3|1
3|1
40|1
2|6
5|1
1|4
1|2
1|1
9|1
1|1
39|2
2|1
2|2
104|1
1|2
2|1
3|1
2|1
1|1
1|2
7|1
1|1
1|1
1|1
2|2
1|1
1|4
1|2
1|2
3|1
1|1
3|1
1|2
1|1
1|1
1|2
1|1
5|2
3|3
1|2
12|4
2|2
6|1
28|1
143|1
16|1
2|1
1|2
1|1
3|5
1|2
2|1
2|1
1|3
28|1
8|1
6|2
1|1
1|1
21|1
5|2
3|1
123|1
32|1
16|2
1|2
1|1
3|2
4|2
1|1
1|1
4|2
1|1
1|1
1|1
24|1
1|1
17|1
24|1
12|1
1|1
94|1
3|1
1|3
7|2
4|1
38|1
17|1
19|1
53|1
19|2
31|1
36|2
4|1
2|1
29|1
1|1
2|2
6|1
3|1
1|2
1|4
1|1
1|1
26|1
1|1
18|4
2|3
2|3
2|3
2|8
51|2
10|1
5|2
1|2
49|1
18|1
110|1
2|4
1|2
1|1
5|1
1|2
3|1
7|1
6|1
1|2
3|1
3|2
7|3
9|1
5|4
2|1
2|3
2|3
1|4
4|1
1|1
1|1
1|1
4|1
1|2
3|2
3|2
81|1
1|1
4|1
6|2
3|3
2|1
1|1
6|1
1|1
48|1
18|1
106|2
19|1
19|1
3|2
48|2
1|1
2|1
3|1
3|1
68|2
66|1
1|1
5|2
31|1
36|2
55|1
56|1
2|1
1|1
2|1
3|3
1|4
2|2
6|6
2|1
5|1
12|2
3|1
1|1
10|1
2|3
1|1
2|3
2|1
3|2
2|1
5|4
2|1
154|1
3|1
1|1
2|1
27|1
1|2
1|1
2|2
4|1
2|1
3|1
19|1
157|1
